https,is_email_in_url,is_server_client_in_domain,is_shortened_url,is_spf_domain,is_tld_in_query_params,length_url,qty_and_path,qty_and_query,qty_and_url,qty_asterisk_query,qty_asterisk_url,qty_at_path,qty_at_query,qty_at_url,qty_comma_path,qty_comma_query,qty_comma_url,qty_dollar_path,qty_dollar_query,qty_dollar_url,qty_dot_domain,qty_dot_path,qty_dot_query,qty_dot_url,qty_equal_path,qty_equal_query,qty_equal_url,qty_hashtag_url,qty_hyphen_domain,qty_hyphen_path,qty_hyphen_query,qty_hyphen_url,qty_ip_resolved,qty_mx_servers,qty_nameservers,qty_params,qty_percent_path,qty_percent_query,qty_percent_url,qty_plus_query,qty_plus_url,qty_questionmark_query,qty_questionmark_url,qty_slash_path,qty_slash_query,qty_slash_url,qty_space_path,qty_space_query,qty_space_url,qty_tilde_path,qty_tilde_query,qty_tilde_url,qty_tld,qty_underline_path,qty_underline_query,qty_underline_url,qty_vowels_domain,redirect_count,time_domain_activation,time_domain_expiration,ttl_hostname,url
1,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,2,0,2,-1,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,1,1,0,1,9,-1,0.0,0.0,0,https://www.sribrothersenterprises.co.in/wp-content/PayPal-2/mpp/update_info/
1,1,0,0,1,0,105,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,7,0,0,0,1,0,0,0,0,2,1,4,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,4,3,874306800.0,1852441200.0,0,https://storage.cloud.google.com/maintainancecomponeta.appspot.com/kayindex.html#jbcavin@prepaidlegal.com
1,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,3,0,0,1,0,1,-1,0,0,1,0,0,0,0,0,0,1,3,0,5,0,0,0,0,0,0,1,0,0,0,6,-1,0.0,0.0,0,https://newsimdigital.com/doc/cmd-login=77c8f8a6ca43d7c15bd362bb16c36674/?reff=ZTlmOTM5ZmUyZDUwZGY4YTc1MjQ2NDRjZTgyMjlhZTM=
1,0,0,0,1,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,4,5,2,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,6,1,1479919543.0,1890146743.0,0,https://yuuu6.codesandbox.io/
0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,1,-1,0.0,0.0,0,http://ms-365.net/
1,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,10,-1,0.0,0.0,0,https://www.payee-securityaffair.org/Login.php
1,0,0,0,1,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,1,1,1,2,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,1,0,0,0,3,0,1515248647.0,1736173447.0,4502,https://blogsbro.com/wp-content/upgrade/onedrive.html
1,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,1,0,0,0,10,-1,0.0,0.0,0,https://koimediaproductions.com/CD/a/
1,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,https://ash14213.mfs.gg/oxfIcqR
1,0,0,0,1,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,1,0,0,0,7,0,1481549141.0,1733961600.0,4502,https://www.studiogiardasrls.it/BRd09K41503T7073a/Undone/81481/
1,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0,26,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,1,0,0,0,5,-1,1389297267.0,1767988467.0,0,https://drcarmenmora.com/doc/info/dam/index.html........................
1,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,0.0,0,https://69.49.231.47/Huntington
1,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,3,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,1,0,0,0,4,-1,1706852166.0,1706852166.0,0,https://8899valid.dozenergy.com/jy0zdi=/wzlmme=/gniotk=
1,0,0,0,1,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,2,1,4,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,1,0,0,0,4,0,874306800.0,1852441200.0,0,https://docs.google.com/forms/d/e/1FAIpQLScRSMi7Yivz8IYJ-bxL0GvtyhVodzXaq15fRcXyFz4YljtHKA/closedform
0,0,0,0,0,1,427,0,8,8,0,0,0,1,1,0,0,0,0,0,0,1,0,21,24,0,10,10,0,0,0,0,0,-1,0,0,9,0,0,0,0,0,1,2,2,13,17,0,0,0,0,0,0,1,0,18,18,3,-1,0.0,0.0,0,http://amazon.jp.sjzyeda.com/signim/?openid.pape.max_auth_age=0&amp;openid.return_to=https:/www.amazon.co.jp/?ref_=nav_em_hd_re_signin&amp;openid.identity=http:/specs.openid.net/auth/2.0/identifier_select&amp;openid.assoc_handle=jpflex&amp;openid.mode=checkid_setup&amp;key=a@b.c&amp;openid.claimed_id=http:/specs.openid.net/auth/2.0/identifier_select&amp;openid.ns=http:/specs.openid.net/auth/2.0&amp;ref_=nav_em_hd_clc_signin
1,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,1,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,3,-1,0.0,0.0,0,https://services.runescape.com-vzla.ru/m=weblogin/loginform146728915151257412167
0,1,0,1,0,1,51,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,3,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,1,0,0,0,2,-1,1322971200.0,1764820800.0,0,http://bit.do/accesserver?email=Tariq.Shahab@sc.com
1,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,1,0,0,0,4,-1,0.0,0.0,0,https://ra0.arvortex.de/notes/e0527/
1,0,0,0,0,0,109,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,2,2,0,1,0,0,1,-1,0,0,2,0,0,0,0,0,0,1,2,0,4,0,0,0,0,0,0,1,0,0,0,7,-1,0.0,0.0,0,https://royal.mail-redelivery5x7y.com/fee/user.php?&sessionid=f01f18eaec89816094bc3868f662d236&securessl=true
1,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,1,2,0,2,4,-1,0.0,0.0,0,https://makem102day.com/usps_prod/eng_ketogt/
1,0,0,0,1,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,4,5,4,1,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,1,1,0,1,3,1,1457463747.0,1741478400.0,0,https://linktr.ee/paypal_us?userid=O8a9rPdP
0,0,0,0,1,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,1,1,2,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,1,0,0,0,9,-1,1082383313.0,1745071313.0,77,http://dev.klinikmatanusantara.com/log-au/mpp/signin/3669/websrc
1,0,0,0,1,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,2,8,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,2,0,919227600.0,1739750400.0,0,https://app.box.com/s/b9fu9axf9rcv7bhjp80fpcm8zna5wcwi
1,0,0,1,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,5,8,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,2,0,1068586106.0,1762896506.0,53,https://bitly.com/2NE0EpO
1,0,0,0,0,0,52,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,6,-1,1505068090.0,1757528890.0,0,https://login.leadtradingsystem.com/AcceptedT&amp;C/
0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,6,-1,0.0,0.0,0,http://www.die-podcastschule.ch/mtbonline21
1,0,0,0,1,1,132,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,6,0,2,2,0,0,0,3,3,-1,0,0,2,0,0,0,0,0,1,2,1,0,3,0,0,0,0,0,0,1,0,2,2,4,-1,1523990546.0,1744848000.0,0,https://main.d1zyipwucg1zla.amplifyapp.com/zim.html?correo.zimbra.com?fromSignIn=true&amp;trk=guest_homepage-basic_nav-header-signin
1,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,2,-1,0.0,0.0,0,https://www.httpsservices.runescape.com-dg.ru/
0,0,0,0,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,2,-1,1405158771.0,1752317571.0,3600,http://u1121816912.ha004.t.justns.ru/chnkpdr/8f8f0
0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,5,2,0,2,0,0,0,1,0,0,0,4,-1,0.0,0.0,0,http://qutevuvsmhgvc.com/Customer Care Center/mazon/fac2a
0,0,0,0,1,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,4,-1,1475710267.0,1728171060.0,0,http://pil.nxn.mybluehost.me/
0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,8,0,1712275200.0,1752192000.0,0,http://tarologamarina.com.br/wp/medsintes.php
1,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,1,0,0,0,2,-1,0.0,0.0,0,https://zawoz38.pl/media/Netflix/16de63b2df373d5a9da881c8a1c58794
1,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,1,-1,0.0,0.0,0,https://amazon.zdrtkj.bar/signim/
1,0,0,0,1,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,4,7,2,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,1,0,0,0,2,0,1144828590.0,1744444590.0,377,https://kalendar.zn.ua/office1/temp/need.php
1,0,0,0,1,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,6,0,1106640000.0,1737763200.0,0,https://storage.googleapis.com/allenrr-22/appclg.htm
1,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,5,-1,0.0,0.0,0,https://mpljhngpologneviipsx.ml/32ea4/
1,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,14,-1,0.0,0.0,0,https://removenewunauthorisedpayee.com/Login.php
0,0,0,0,1,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,6,-1,1405540634.0,1752695834.0,4502,http://memphisspacenews.com/payapp
1,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,5,-1,0.0,0.0,0,https://annazon-oplkfm-com.tuaiso.top/f70fd
1,0,0,0,1,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,1,0,0,0,10,-1,1592870400.0,1750636800.0,4502,https://solucionesortopedicas.mx/lite101/Excel/page
1,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,3,-1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,2,-1,0.0,0.0,0,https://my-jcb-co-jp.stey777b.vip/
1,0,0,0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,3,0,965026800.0,1722384000.0,0,https://betasus223.blogspot.com/
1,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,1,0,1,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,2,-1,0.0,0.0,0,https://services.runescape.com-cn.ru/m=forum/forums.ws51423116718519373
0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,1,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,1,0,0,0,5,-1,1377627240.0,1756318440.0,0,http://nocontent-tyvnrwno.velocityhub.com/nextVRF.html?location=f14f6a940e30bb65e19197c5ab163e37
0,0,0,0,1,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,1,3,5,2,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,1,1,0,1,8,2,944784064.0,1765324863.0,4502,http://orangevalechamber.com/web/wp-includes/js/AOL_Login.htm
0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,3,0,1110421675.0,1741564800.0,0,http://tyacvhyxtjfhqtauvubhjpriwv-dot-gle39404049.rj.r.appspot.com/
0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,2,-1,0.0,0.0,0,http://arnozom.co.ip.es7cb.shop/pc
1,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,7,-1,0.0,0.0,0,https://agendabeliving.com.br/law/Wissenz
1,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,1,0,1,2,-1,0.0,0.0,0,https://amazon.co.jp.asd44.buzz/_
1,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,1,0,0,0,4,-1,1571159705.0,1760548505.0,0,https://lomac.org.za/wp-includes/report/support/64ed6844c9e1369f6973e6af4de761de/
1,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,6,7,3,0,0,1,0,0,0,0,0,0,1,2,0,4,0,0,0,0,0,0,1,0,0,0,9,0,0.0,0.0,0,https://allegro-lokalniie.fun/oferta/?b=iphone-11-pro-gold-512-gb-19
0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,2,-1,1216787918.0,1753245518.0,0,http://anamoreno27041.vzpla.net/
1,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,10,-1,0.0,0.0,0,https://sparkassenkundendienstservice02.xyz/sp/
1,0,0,1,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,2,5,8,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,1,-1,1211061600.0,1968444000.0,0,https://bit.ly/MR-Pin
1,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,2,-1,0.0,0.0,0,https://smbc-card.com.1ncuo06.cn/smbc/smbcupdatebill.php
0,0,0,0,1,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,1,5,2,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,1,0,0,0,7,1,1380286255.0,1853671855.0,377,http://www.cookeandkelvey.com/vendor/symfony/polyfill-mbstring/Resources/unidata/quotationh
0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,17,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,8,-1,0.0,0.0,0,http://www.pramitmedicalstore.com/ourtime/site...............
0,0,0,0,1,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,1,0,0,0,9,1,1486760230.0,1770757030.0,2252,http://andinorealestate.com/x01jss/NetVip/main/
1,0,0,0,1,0,271,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,5,5,0,0,0,4,5,2,1,4,4,0,0,0,1,1,0,1,7,2,11,0,0,0,0,0,0,1,3,1,4,5,1,902721600.0,1723161600.0,0,https://ersfilter-my.sharepoint.com/:x:/r/personal/nradonich_ersfilter_com/_layouts/15/WopiFrame.aspx?guestaccesstoken=t6T/HN1dKbYHlYX+eIMbaZufA43rrGZ6/aAAewNocDI=&docid=1_18168db23429e45f29fdf2e7be120efc4&wdFormId={B9970F62-44C3-4D09-9929-6E1EB652DA57}&action=formsubmit
0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,1,-1,0.0,0.0,0,http://www.mabp.s-fr.net/20b9e
0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,1,1,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,1,0,0,0,5,-1,1208462400.0,1744923600.0,0,http://u1319981.cp.regruhosting.ru/insta.php?id=936307458
1,0,0,0,0,0,69,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,4,0,1,1,0,0,0,0,2,-1,0,0,1,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,1,0,0,0,7,-1,1327430631.0,1737676800.0,0,https://online-adobe-storage.azurewebsites.net/index.html?email=a@a.c
